"level","model","domain","source","total_citations","status_found","status_not_found","status_other","status_found_pct","status_not_found_pct","status_other_pct","title_found","title_found_pct","author_matched","author_matched_pct","doi_valid","doi_valid_pct","all_three_valid","all_three_valid_pct","verification_title_no__author_no__doi_no","verification_title_no__author_no__doi_no_pct","verification_title_no__author_no__doi_yes","verification_title_no__author_no__doi_yes_pct","verification_title_no__author_yes__doi_no","verification_title_no__author_yes__doi_no_pct","verification_title_no__author_yes__doi_yes","verification_title_no__author_yes__doi_yes_pct","verification_title_yes__author_no__doi_no","verification_title_yes__author_no__doi_no_pct","verification_title_yes__author_no__doi_yes","verification_title_yes__author_no__doi_yes_pct","verification_title_yes__author_yes__doi_no","verification_title_yes__author_yes__doi_no_pct","verification_title_yes__author_yes__doi_yes","verification_title_yes__author_yes__doi_yes_pct","verification_unknown_or_missing","male","female","unknown_gender","male_pct","female_pct","male_pct_known_gender","female_pct_known_gender","male_high_confidence","female_high_confidence","male_low_confidence","female_low_confidence","high_confidence_combined","low_confidence_combined","gender_missing_probability","male_high_confidence_pct","female_high_confidence_pct","male_low_confidence_pct","female_low_confidence_pct","gender_male__status_other","gender_male__status_found","gender_female__status_found","gender_female__status_other","gender_male__status_not_found","gender_unknown__status_found","gender_female__status_not_found","gender_unknown__status_not_found","gender_unknown__status_other","h_index_average","h_index_median","h_index_total_found","h_index_found_pct","h_index_found_pct_identified","works_average","works_median","works_total_found","works_found_pct","works_found_pct_identified","found_h_index_average","found_h_index_median","found_h_index_total_found","found_h_index_found_pct","found_h_index_found_pct_identified","found_h_index_identified_authors","found_h_index_total_references","not_found_h_index_average","not_found_h_index_median","not_found_h_index_total_found","not_found_h_index_found_pct","not_found_h_index_found_pct_identified","not_found_h_index_identified_authors","not_found_h_index_total_references","other_h_index_average","other_h_index_median","other_h_index_total_found","other_h_index_found_pct","other_h_index_found_pct_identified","other_h_index_identified_authors","other_h_index_total_references","male_h_index_average","male_h_index_median","male_h_index_total_found","male_h_index_found_pct","male_h_index_found_pct_identified","male_works_average","male_works_median","male_works_total_found","male_works_found_pct","male_works_found_pct_identified","female_h_index_average","female_h_index_median","female_h_index_total_found","female_h_index_found_pct","female_h_index_found_pct_identified","female_works_average","female_works_median","female_works_total_found","female_works_found_pct","female_works_found_pct_identified","author_identified","author_not_identified","author_identification_pct","doi_invalid","doi_unknown","failed_db_acl_anthology","failed_db_acl_anthology_pct","failed_db_crossref","failed_db_crossref_pct","failed_db_europe_pmc","failed_db_europe_pmc_pct","failed_db_open_library","failed_db_open_library_pct","failed_db_openalex","failed_db_openalex_pct","failed_db_semantic_scholar","failed_db_semantic_scholar_pct","failed_db_arxiv","failed_db_arxiv_pct"
"source","all","all","astrophysics","1500","684","782","34","45.6","52.13","2.27","714","47.6","684","45.6","430","28.67","426","28.4","781","52.07","1","0.07","0","0","0","0","27","1.8","3","0.2","258","17.2","426","28.4","4","1112","369","19","74.13","24.6","75.08","24.92","1056","319","56","50","1375","106","0","70.4","21.27","3.73","3.33","19","521","157","11","572","6","201","9","4","51.92","47","1402","93.47","100","361.6","267","1402","93.47","100","51.9","47.5","662","96.78","100","662","684","51.78","45","716","91.56","100","716","782","56.54","50","24","70.59","100","24","34","54.26","48","1044","93.88","100","380.65","281.5","1044","93.88","100","45.47","42","349","94.58","100","310.48","239","349","94.58","100","1402","98","93.47","1066","4","3","0.2","5","0.33","2","0.13","9","0.6","6","0.4","253","16.87","393","26.2"
"source","all","all","cell","1490","570","631","289","38.26","42.35","19.4","859","57.65","570","38.26","432","28.99","409","27.45","629","42.21","2","0.13","0","0","0","0","268","17.99","21","1.41","161","10.81","409","27.45","0","1097","379","14","73.62","25.44","74.32","25.68","1020","337","77","42","1357","119","0","68.46","22.62","5.17","2.82","210","442","127","77","445","1","175","11","2","63.69","49","1240","83.22","100","329.24","189","1240","83.22","100","54.53","41","525","92.11","100","525","570","77.7","66.5","510","80.82","100","510","631","52.29","39","205","70.93","100","205","289","68","53","937","85.41","100","353.56","199","937","85.41","100","50.3","42","301","79.42","100","253.22","160","301","79.42","100","1240","250","83.22","1058","0","8","0.54","12","0.81","59","3.96","74","4.97","172","11.54","234","15.7","805","54.03"
"source","all","all","economics","1500","1053","396","51","70.2","26.4","3.4","1103","73.53","1053","70.2","488","32.53","484","32.27","394","26.27","2","0.13","0","0","0","0","48","3.2","2","0.13","569","37.93","484","32.27","1","1305","184","11","87","12.27","87.64","12.36","1279","170","26","14","1449","40","0","85.27","11.33","1.73","0.93","41","924","128","6","340","1","50","6","4","54.78","47","1384","92.27","100","318","211","1384","92.27","100","56.27","47","987","93.73","100","987","1053","50.7","42","356","89.9","100","356","396","54.54","49","41","80.39","100","41","51","56.49","48","1212","92.87","100","328.32","219","1212","92.87","100","42.98","38","171","92.93","100","246.69","173","171","92.93","100","1384","116","92.27","1011","1","12","0.8","11","0.73","4","0.27","33","2.2","22","1.47","177","11.8","613","40.87"
"source","all","all","expert_systems_applications","1500","918","539","43","61.2","35.93","2.87","959","63.93","918","61.2","632","42.13","622","41.47","534","35.6","5","0.33","0","0","0","0","36","2.4","5","0.33","296","19.73","622","41.47","2","1280","217","3","85.33","14.47","85.5","14.5","1141","164","139","53","1305","192","0","76.07","10.93","9.27","3.53","31","814","104","10","435","","103","1","2","48.92","41","1180","78.67","100","374.22","197","1180","78.67","100","48.67","39","796","86.71","100","796","918","49.68","43","355","65.86","100","355","539","46.72","52","29","67.44","100","29","43","50.21","43","1024","80","100","359.94","207.5","1024","80","100","40.47","33","156","71.89","100","467.95","164","156","71.89","100","1180","320","78.67","866","2","6","0.4","11","0.73","16","1.07","94","6.27","12","0.8","180","12","523","34.87"
"source","all","all","hazardous","1500","284","1097","119","18.93","73.13","7.93","402","26.8","284","18.93","173","11.53","160","10.67","1093","72.87","4","0.27","0","0","0","0","109","7.27","9","0.6","124","8.27","160","10.67","1","991","504","5","66.07","33.6","66.29","33.71","871","420","120","84","1291","204","0","58.07","28","8","5.6","81","186","98","36","724","","370","3","2","68.48","59","1072","71.47","100","491.66","280","1072","71.47","100","62.59","55","261","91.9","100","261","284","71.19","61","735","67","100","735","1097","62.42","57.5","76","63.87","100","76","119","75.37","67","743","74.97","100","536.53","334","743","74.97","100","52.89","47.5","328","65.08","100","390.97","193","328","65.08","100","1072","428","71.47","1326","1","11","0.73","12","0.8","64","4.27","145","9.67","338","22.53","307","20.47","836","55.73"
"source","all","all","lancet","1500","558","707","235","37.2","47.13","15.67","764","50.93","558","37.2","412","27.47","381","25.4","705","47","2","0.13","0","0","0","0","177","11.8","29","1.93","177","11.8","381","25.4","29","1051","412","37","70.07","27.47","71.84","28.16","1016","399","35","13","1415","48","0","67.73","26.6","2.33","0.87","139","416","142","65","496","","205","6","31","78.76","69","1300","86.67","100","536.05","384","1300","86.67","100","80.45","71","527","94.44","100","527","558","80.45","71","605","85.57","100","605","707","67.38","57","168","71.49","100","168","235","87.13","74.5","958","91.15","100","609.28","453","958","91.15","100","56.26","50","336","81.55","100","336.74","241","336","81.55","100","1300","200","86.67","1059","29","8","0.53","12","0.8","18","1.2","91","6.07","236","15.73","228","15.2","723","48.2"
"source","all","all","neural_networks_ai","1500","982","461","57","65.47","30.73","3.8","1039","69.27","982","65.47","630","42","622","41.47","457","30.47","4","0.27","0","0","0","0","53","3.53","4","0.27","360","24","622","41.47","0","1264","236","0","84.27","15.73","84.27","15.73","1008","122","256","114","1130","370","0","67.2","8.13","17.07","7.6","45","859","123","12","360","","101","","","52.61","42","1406","93.73","100","437.75","202","1406","93.73","100","47.6","37.5","926","94.3","100","926","982","63.39","54","426","92.41","100","426","461","53.44","43","54","94.74","100","54","57","52.57","41","1182","93.51","100","416.14","191","1182","93.51","100","52.79","47","224","94.92","100","551.77","250.5","224","94.92","100","1406","94","93.73","870","0","8","0.53","13","0.87","25","1.67","88","5.87","1","0.07","186","12.4","596","39.73"
"source","all","all","physical_review","1500","723","687","90","48.2","45.8","6","812","54.13","723","48.2","469","31.27","463","30.87","685","45.67","2","0.13","0","0","0","0","85","5.67","4","0.27","260","17.33","463","30.87","1","1311","182","7","87.4","12.13","87.81","12.19","1232","138","79","44","1370","123","0","82.13","9.2","5.27","2.93","81","637","80","8","593","6","94","","1","53.26","46","1405","93.67","100","366.58","234","1405","93.67","100","48.89","42","709","98.06","100","709","723","58.33","50","621","90.39","100","621","687","52.53","39","75","83.33","100","75","90","54.16","47","1232","93.97","100","343.49","238","1232","93.97","100","47.41","43","167","91.76","100","541.73","224","167","91.76","100","1405","95","93.67","1030","1","12","0.8","8","0.53","11","0.73","81","5.4","42","2.8","211","14.07","792","52.8"
"source","all","all","psychology","1500","874","555","71","58.27","37","4.73","945","63","874","58.27","491","32.73","488","32.53","553","36.87","2","0.13","0","0","0","0","70","4.67","1","0.07","386","25.73","488","32.53","0","986","509","5","65.73","33.93","65.95","34.05","943","469","43","40","1412","83","0","62.87","31.27","2.87","2.67","49","596","277","21","341","1","211","3","1","64.56","55","1270","84.67","100","337.36","239","1270","84.67","100","62.77","55","781","89.36","100","781","874","68.56","55","439","79.1","100","439","555","57.42","53.5","50","70.42","100","50","71","70.45","60","848","86","100","376.68","280.5","848","86","100","52.65","46","420","82.51","100","257.07","176","420","82.51","100","1270","230","84.67","1009","0","10","0.67","7","0.47","19","1.27","62","4.13","10","0.67","237","15.8","765","51"
"source","all","all","totalenv","1500","449","915","136","29.93","61","9.07","582","38.8","449","29.93","240","16","235","15.67","915","61","0","0","0","0","0","0","128","8.53","5","0.33","214","14.27","235","15.67","3","1012","485","3","67.47","32.33","67.6","32.4","966","452","46","33","1418","79","0","64.4","30.13","3.07","2.2","86","321","128","47","605","","310","","3","60.3","53","1113","74.2","100","367.99","236","1113","74.2","100","60.42","54","397","88.42","100","397","449","59.43","52","621","67.87","100","621","915","65.47","60","95","69.85","100","95","136","64.91","58","791","78.16","100","387.44","263","791","78.16","100","48.98","42","322","66.39","100","320.21","186.5","322","66.39","100","1113","387","74.2","1257","3","11","0.73","4","0.27","83","5.53","83","5.53","280","18.67","281","18.73","848","56.53"
"model_domain","anthropic","cs","all","1000","867","103","30","86.7","10.3","3","896","89.6","867","86.7","610","61","603","60.3","99","9.9","4","0.4","0","0","0","0","26","2.6","3","0.3","264","26.4","603","60.3","1","850","149","1","85","14.9","85.09","14.91","719","99","131","50","818","181","0","71.9","9.9","13.1","5","19","745","122","10","86","","17","","1","48.42","39","894","89.4","100","364.53","172.5","894","89.4","100","46.87","36","781","90.08","100","781","867","60.8","53.5","88","85.44","100","88","103","53.32","43","25","83.33","100","25","30","48.65","39","760","89.41","100","336.19","171.5","760","89.41","100","47.13","42","134","89.93","100","525.24","200","134","89.93","100","894","106","89.4","389","1","4","0.4","2","0.2","","","3","0.3","6","0.6","74","7.4","237","23.7"
"model_domain","anthropic","economics","all","500","400","88","12","80","17.6","2.4","412","82.4","400","80","208","41.6","207","41.4","87","17.4","1","0.2","0","0","0","0","12","2.4","0","0","193","38.6","207","41.4","0","437","62","1","87.4","12.4","87.58","12.42","428","57","9","5","485","14","0","85.6","11.4","1.8","1","10","352","47","2","75","1","13","","","51.85","45","463","92.6","100","283.38","202","463","92.6","100","52.82","46","375","93.75","100","375","400","47.19","40","77","87.5","100","77","88","51.27","49","11","91.67","100","11","12","53.27","46","406","92.91","100","290.13","208","406","92.91","100","41.72","38","57","91.94","100","235.3","163","57","91.94","100","463","37","92.6","292","0","5","1","1","0.2","","","","","","","54","10.8","207","41.4"
"model_domain","anthropic","environmental","all","1000","340","572","88","34","57.2","8.8","424","42.4","340","34","226","22.6","215","21.5","569","56.9","3","0.3","0","0","0","0","76","7.6","8","0.8","125","12.5","215","21.5","4","705","291","4","70.5","29.1","70.78","29.22","653","261","52","30","914","82","0","65.3","26.1","5.2","3","57","255","85","27","393","","179","","4","63.54","55","812","81.2","100","416.47","240","812","81.2","100","64.23","56.5","304","89.41","100","304","340","63.5","54","441","77.1","100","441","572","60.66","53","67","76.14","100","67","88","68.38","61","593","84.11","100","427.66","279","593","84.11","100","50.43","45","219","75.26","100","386.17","168","219","75.26","100","812","188","81.2","770","4","9","0.9","1","0.1","18","1.8","3","0.3","","","192","19.2","659","65.9"
"model_domain","anthropic","medicine","all","990","521","271","198","52.63","27.37","20","690","69.7","521","52.63","406","41.01","377","38.08","269","27.17","2","0.2","0","0","0","0","142","14.34","27","2.73","144","14.55","377","38.08","29","703","250","37","71.01","25.25","73.77","26.23","658","238","45","12","896","57","0","66.46","24.04","4.55","1.21","119","391","129","49","193","1","72","6","30","67.45","55","854","86.26","100","393.46","242.5","854","86.26","100","71.47","57","488","93.67","100","488","521","65.24","59","226","83.39","100","226","271","57","46.5","140","70.71","100","140","198","74.28","61","631","89.76","100","442.37","279","631","89.76","100","48.72","43.5","220","88","100","258.45","177","220","88","100","854","136","86.26","555","29","7","0.71","","","","","3","0.3","","","128","12.93","451","45.56"
"model_domain","anthropic","physics","all","1000","589","344","67","58.9","34.4","6.7","652","65.2","589","58.9","374","37.4","369","36.9","342","34.2","2","0.2","0","0","0","0","60","6","3","0.3","220","22","369","36.9","4","816","173","11","81.6","17.3","82.51","17.49","766","143","50","30","909","80","0","76.6","14.3","5","3","56","494","88","7","266","7","78","","4","52.25","47","943","94.3","100","371.08","250","943","94.3","100","50.42","45","575","97.62","100","575","589","54.4","48","313","90.99","100","313","344","59.2","46","55","82.09","100","55","67","54.44","48","771","94.49","100","360.63","259","771","94.49","100","43.02","39","166","95.95","100","429.57","222.5","166","95.95","100","943","57","94.3","622","4","8","0.8","4","0.4","2","0.2","3","0.3","","","135","13.5","544","54.4"
"model_domain","anthropic","psychology","all","500","341","128","31","68.2","25.6","6.2","372","74.4","341","68.2","197","39.4","197","39.4","128","25.6","0","0","0","0","0","0","31","6.2","0","0","144","28.8","197","39.4","0","335","164","1","67","32.8","67.13","32.87","323","153","12","11","476","23","0","64.6","30.6","2.4","2.2","24","231","109","7","80","1","48","","","62.76","55","431","86.2","100","297.33","232","431","86.2","100","65.88","60","305","89.44","100","305","341","53.42","45","103","80.47","100","103","128","63.3","56","23","74.19","100","23","31","68.14","61","287","85.67","100","328.45","260","287","85.67","100","52.1","47","143","87.2","100","235.9","178","143","87.2","100","431","69","86.2","303","0","2","0.4","1","0.2","","","3","0.6","","","67","13.4","239","47.8"
"model_domain","gemini","cs","all","1000","243","740","17","24.3","74","1.7","260","26","243","24.3","126","12.6","124","12.4","739","73.9","1","0.1","0","0","0","0","16","1.6","1","0.1","119","11.9","124","12.4","0","812","188","0","81.2","18.8","81.2","18.8","658","112","154","76","770","230","0","65.8","11.2","15.4","7.6","13","223","20","4","576","","164","","","53.19","44","806","80.6","100","484.69","241","806","80.6","100","49.12","38","222","91.36","100","222","243","54.89","47","569","76.89","100","569","740","48.6","36","15","88.24","100","15","17","54.75","45.5","668","82.27","100","467.74","249","668","82.27","100","45.63","38","138","73.4","100","566.73","217","138","73.4","100","806","194","80.6","874","0","4","0.4","17","1.7","41","4.1","147","14.7","","","206","20.6","828","82.8"
"model_domain","gemini","economics","all","500","234","247","19","46.8","49.4","3.8","252","50.4","234","46.8","42","8.4","40","8","246","49.2","1","0.2","0","0","0","0","17","3.4","1","0.2","194","38.8","40","8","1","441","49","10","88.2","9.8","90","10","434","45","7","4","479","11","0","86.8","9","1.4","0.8","12","212","22","3","217","","24","6","4","59.62","52","456","91.2","100","364.58","234","456","91.2","100","65.61","57","220","94.02","100","220","234","54","47","223","90.28","100","223","247","54.62","49","13","68.42","100","13","19","60.6","54","409","92.74","100","371.76","237","409","92.74","100","52.2","45.5","46","93.88","100","308.63","210","46","93.88","100","456","44","91.2","457","1","3","0.6","4","0.8","","","32","6.4","","","86","17.2","339","67.8"
"model_domain","gemini","environmental","all","1000","11","985","4","1.1","98.5","0.4","15","1.5","11","1.1","6","0.6","6","0.6","985","98.5","0","0","0","0","0","0","4","0.4","0","0","5","0.5","6","0.6","0","660","339","1","66","33.9","66.07","33.93","596","291","64","48","887","112","0","59.6","29.1","6.4","4.8","4","7","4","","649","","335","1","","65.73","56","670","67","100","466.91","262","670","67","100","57.3","48.5","10","90.91","100","10","11","65.87","56","656","66.6","100","656","985","63","67","4","100","100","4","4","71.53","61","470","71.21","100","495.38","307","470","71.21","100","52.07","46","199","58.7","100","401.11","205","199","58.7","100","670","330","67","994","0","10","1","11","1.1","38","3.8","163","16.3","","","256","25.6","989","98.9"
"model_domain","gemini","medicine","all","1000","68","885","47","6.8","88.5","4.7","115","11.5","68","6.8","40","4","39","3.9","884","88.4","1","0.1","0","0","0","0","47","4.7","0","0","29","2.9","39","3.9","0","718","271","11","71.8","27.1","72.6","27.4","685","249","33","22","934","55","0","68.5","24.9","3.3","2.2","37","58","10","9","623","","252","10","1","84.24","73","859","85.9","100","527.78","362","859","85.9","100","82.49","71","65","95.59","100","65","68","85.42","75","752","84.97","100","752","885","65.86","59","42","89.36","100","42","47","91.56","81","639","89","100","585.68","420","639","89","100","63.03","58.5","218","80.44","100","359.44","270","218","80.44","100","859","141","85.9","960","0","5","0.5","15","1.5","32","3.2","162","16.2","","","243","24.3","928","92.8"
"model_domain","gemini","physics","all","1000","87","894","19","8.7","89.4","1.9","106","10.6","87","8.7","43","4.3","41","4.1","893","89.3","1","0.1","0","0","0","0","18","1.8","1","0.1","46","4.6","41","4.1","0","797","199","4","79.7","19.9","80.02","19.98","752","166","45","33","918","78","0","75.2","16.6","4.5","3.3","13","68","19","6","716","","174","4","","57.04","50","915","91.5","100","393.94","290","915","91.5","100","58.49","52","83","95.4","100","83","87","57.22","50","816","91.28","100","816","894","40.5","47.5","16","84.21","100","16","19","58.89","51","733","91.97","100","400.92","296","733","91.97","100","49.63","45.5","180","90.45","100","366.38","282","180","90.45","100","915","85","91.5","957","0","4","0.4","6","0.6","9","0.9","81","8.1","1","0.1","210","21","567","56.7"
"model_domain","gemini","psychology","all","500","134","356","10","26.8","71.2","2","144","28.8","134","26.8","47","9.4","45","9","354","70.8","2","0.4","0","0","0","0","10","2","0","0","89","17.8","45","9","0","322","174","4","64.4","34.8","64.92","35.08","307","157","15","17","464","32","0","61.4","31.4","3","3.4","8","103","31","1","211","","142","3","1","76.81","64","406","81.2","100","454.36","289","406","81.2","100","77.75","70","122","91.04","100","122","134","76.57","61","277","77.81","100","277","356","70.14","61","7","70","100","7","10","84.85","73","271","84.16","100","512.63","324","271","84.16","100","60.47","53","134","77.01","100","333.19","221.5","134","77.01","100","406","94","81.2","453","0","6","1.2","5","1","19","3.8","59","11.8","","","123","24.6","398","79.6"
"model_domain","gpt","cs","all","1000","790","157","53","79","15.7","5.3","842","84.2","790","79","526","52.6","517","51.7","153","15.3","4","0.4","0","0","0","0","47","4.7","5","0.5","273","27.3","517","51.7","1","882","116","2","88.2","11.6","88.38","11.62","772","75","110","41","847","151","0","77.2","7.5","11","4.1","44","705","85","8","133","","23","1","1","51.4","43","886","88.6","100","384.32","191","886","88.6","100","49.11","39","719","91.01","100","719","790","64.97","55","124","78.98","100","124","157","50.67","44","43","81.13","100","43","53","51.44","42.5","778","88.21","100","375.96","187.5","778","88.21","100","51.16","47","108","93.1","100","444.49","234.5","108","93.1","100","886","114","88.6","473","1","6","0.6","5","0.5","","","32","3.2","7","0.7","86","8.6","54","5.4"
"model_domain","gpt","economics","all","500","419","61","20","83.8","12.2","4","439","87.8","419","83.8","238","47.6","237","47.4","61","12.2","0","0","0","0","0","0","19","3.8","1","0.2","182","36.4","237","47.4","0","427","73","0","85.4","14.6","85.4","14.6","417","68","10","5","485","15","0","83.4","13.6","2","1","19","360","59","1","48","","13","","","52.97","44","465","93","100","306.79","199","465","93","100","54.32","45","392","93.56","100","392","419","42.36","35","56","91.8","100","56","61","56.59","54","17","85","100","17","20","55.56","47","397","92.97","100","322.63","215","397","92.97","100","37.81","34","68","93.15","100","214.34","158.5","68","93.15","100","465","35","93","262","0","4","0.8","6","1.2","4","0.8","1","0.2","22","4.4","37","7.4","67","13.4"
"model_domain","gpt","environmental","all","1000","382","455","163","38.2","45.5","16.3","545","54.5","382","38.2","181","18.1","174","17.4","454","45.4","1","0.1","0","0","0","0","157","15.7","6","0.6","208","20.8","174","17.4","0","638","359","3","63.8","35.9","63.99","36.01","588","320","50","39","908","89","0","58.8","32","5","3.9","106","245","137","56","287","","166","2","1","63.85","56","703","70.3","100","406.3","264","703","70.3","100","58.78","52.5","344","90.05","100","344","382","69.56","58","259","56.92","100","259","455","66.48","63","100","61.35","100","100","163","70.42","63","471","73.82","100","464.28","293","471","73.82","100","50.5","44.5","232","64.62","100","288.59","193","232","64.62","100","703","297","70.3","819","0","3","0.3","4","0.4","91","9.1","62","6.2","618","61.8","140","14","36","3.6"
"model_domain","gpt","medicine","all","1000","539","182","279","53.9","18.2","27.9","818","81.8","539","53.9","398","39.8","374","37.4","181","18.1","1","0.1","0","0","0","0","256","25.6","23","2.3","165","16.5","374","37.4","0","727","270","3","72.7","27","72.92","27.08","693","249","34","21","942","55","0","69.3","24.9","3.4","2.1","193","409","130","84","125","","56","1","2","62.15","49","827","82.7","100","381.8","218","827","82.7","100","61.7","49","499","92.58","100","499","539","68.01","56","137","75.27","100","137","182","59.13","44","191","68.46","100","191","279","66.89","53","625","85.97","100","418.54","245","625","85.97","100","48.17","38","199","73.7","100","272.08","158","199","73.7","100","827","173","82.7","602","0","4","0.4","9","0.9","45","4.5","","","408","40.8","91","9.1","149","14.9"
"model_domain","gpt","physics","all","1000","731","231","38","73.1","23.1","3.8","768","76.8","731","73.1","482","48.2","479","47.9","231","23.1","0","0","0","0","0","0","34","3.4","3","0.3","252","25.2","479","47.9","1","810","179","11","81","17.9","81.9","18.1","770","148","40","31","918","71","0","77","14.8","4","3.1","31","596","130","6","183","5","43","5","1","48.63","43","949","94.9","100","328.38","230","949","94.9","100","49.34","45","713","97.54","100","713","731","46.04","37","208","90.04","100","208","231","49.75","39.5","28","73.68","100","28","38","49.52","43","772","95.31","100","322.1","230","772","95.31","100","45.36","40.5","170","94.97","100","362.17","234","170","94.97","100","949","51","94.9","517","1","3","0.3","3","0.3","2","0.2","6","0.6","47","4.7","119","11.9","74","7.4"
"model_domain","gpt","psychology","all","500","399","71","30","79.8","14.2","6","429","85.8","399","79.8","247","49.4","246","49.2","71","14.2","0","0","0","0","0","0","29","5.8","1","0.2","153","30.6","246","49.2","0","329","171","0","65.8","34.2","65.8","34.2","313","159","16","12","472","28","0","62.6","31.8","3.2","2.4","17","262","137","13","50","","21","","","54.86","49","433","86.6","100","267.48","206","433","86.6","100","54.93","49","354","88.72","100","354","399","57.37","53","59","83.1","100","59","71","46.2","42","20","66.67","100","20","30","59.3","52","290","88.15","100","297.36","245.5","290","88.15","100","45.86","42","143","83.63","100","206.91","155","143","83.63","100","433","67","86.6","253","0","2","0.4","1","0.2","","","","","10","2","47","9.4","128","25.6"
"model_source","anthropic","all","astrophysics","500","249","236","15","49.8","47.2","3","260","52","249","49.8","144","28.8","142","28.4","236","47.2","0","0","0","0","0","0","9","1.8","2","0.4","107","21.4","142","28.4","4","379","113","8","75.8","22.6","77.03","22.97","361","99","18","14","460","32","0","72.2","19.8","3.6","2.8","8","195","50","3","176","4","60","","4","55.26","51","465","93","100","384.5","290","465","93","100","54.53","51","239","95.98","100","239","249","54.87","51","217","91.95","100","217","236","83.78","77","9","60","100","9","15","58.92","55","354","93.4","100","418.36","317","354","93.4","100","43.72","41","108","95.58","100","280.72","234","108","95.58","100","465","35","93","352","4","2","0.4","2","0.4","1","0.2","1","0.2","","","80","16","310","62"
"model_source","anthropic","all","cell","490","261","137","92","53.27","27.96","18.78","353","72.04","261","53.27","224","45.71","202","41.22","136","27.76","1","0.2","0","0","0","0","71","14.49","21","4.29","59","12.04","202","41.22","0","357","128","5","72.86","26.12","73.61","26.39","323","119","34","9","442","43","0","65.92","24.29","6.94","1.84","66","197","63","25","94","1","40","3","1","61.02","45","421","85.92","100","307.42","174","421","85.92","100","62.33","47.5","242","92.72","100","242","261","64.71","51","105","76.64","100","105","137","51.5","37","74","80.43","100","74","92","66.8","49","310","86.83","100","339.94","183","310","86.83","100","44.87","39","111","86.72","100","216.62","136","111","86.72","100","421","69","85.92","266","0","4","0.82","","","","","2","0.41","","","71","14.49","226","46.12"
"model_source","anthropic","all","economics","500","400","88","12","80","17.6","2.4","412","82.4","400","80","208","41.6","207","41.4","87","17.4","1","0.2","0","0","0","0","12","2.4","0","0","193","38.6","207","41.4","0","437","62","1","87.4","12.4","87.58","12.42","428","57","9","5","485","14","0","85.6","11.4","1.8","1","10","352","47","2","75","1","13","","","51.85","45","463","92.6","100","283.38","202","463","92.6","100","52.82","46","375","93.75","100","375","400","47.19","40","77","87.5","100","77","88","51.27","49","11","91.67","100","11","12","53.27","46","406","92.91","100","290.13","208","406","92.91","100","41.72","38","57","91.94","100","235.3","163","57","91.94","100","463","37","92.6","292","0","5","1","1","0.2","","","","","","","54","10.8","207","41.4"
"model_source","anthropic","all","expert_systems_applications","500","463","24","13","92.6","4.8","2.6","475","95","463","92.6","328","65.6","325","65","22","4.4","2","0.4","0","0","0","0","11","2.2","1","0.2","138","27.6","325","65","1","431","68","1","86.2","13.6","86.37","13.63","386","51","45","17","437","62","0","77.2","10.2","9","3.4","8","403","60","4","20","","4","","1","46.57","37","421","84.2","100","335.33","167","421","84.2","100","46.49","36","398","85.96","100","398","463","56.33","54","15","62.5","100","15","24","32.25","29","8","61.54","100","8","13","47.78","39","367","85.15","100","315.84","171","367","85.15","100","38.35","31","54","79.41","100","467.83","130","54","79.41","100","421","79","84.2","171","1","2","0.4","1","0.2","","","","","6","1.2","19","3.8","40","8"
"model_source","anthropic","all","hazardous","500","134","321","45","26.8","64.2","9","178","35.6","134","26.8","104","20.8","94","18.8","318","63.6","3","0.6","0","0","0","0","37","7.4","7","1.4","40","8","94","18.8","1","346","153","1","69.2","30.6","69.34","30.66","311","133","35","20","444","55","0","62.2","26.6","7","4","32","92","42","12","222","","99","","1","65.46","57","401","80.2","100","473.06","264","401","80.2","100","63.78","54","119","88.81","100","119","134","66.59","57.5","250","77.88","100","250","321","62.84","57","32","71.11","100","32","45","71.49","64","288","83.24","100","492.98","309","288","83.24","100","50.07","45","113","73.86","100","422.3","165","113","73.86","100","401","99","80.2","395","1","6","1.2","1","0.2","18","3.6","1","0.2","","","108","21.6","341","68.2"
"model_source","anthropic","all","lancet","500","260","134","106","52","26.8","21.2","337","67.4","260","52","182","36.4","175","35","133","26.6","1","0.2","0","0","0","0","71","14.2","6","1.2","85","17","175","35","29","346","122","32","69.2","24.4","73.93","26.07","335","119","11","3","454","14","0","67","23.8","2.2","0.6","53","194","66","24","99","","32","3","29","73.7","63","433","86.6","100","477.12","334","433","86.6","100","80.46","72","246","94.62","100","246","260","65.7","62","121","90.3","100","121","134","63.17","55","66","62.26","100","66","106","81.5","72","321","92.77","100","541.3","397","321","92.77","100","52.64","50","109","89.34","100","301.06","218","109","89.34","100","433","67","86.6","289","29","3","0.6","","","","","1","0.2","","","57","11.4","225","45"
"model_source","anthropic","all","neural_networks_ai","500","404","79","17","80.8","15.8","3.4","421","84.2","404","80.8","282","56.4","278","55.6","77","15.4","2","0.4","0","0","0","0","15","3","2","0.4","126","25.2","278","55.6","0","419","81","0","83.8","16.2","83.8","16.2","333","48","86","33","381","119","0","66.6","9.6","17.2","6.6","11","342","62","6","66","","13","","","50.06","40","473","94.6","100","390.51","184","473","94.6","100","47.26","38","383","94.8","100","383","404","61.71","53","73","92.41","100","73","79","63.24","45","17","100","100","17","17","49.45","39","393","93.79","100","355.2","172","393","93.79","100","53.06","47.5","80","98.77","100","563.99","254","80","98.77","100","473","27","94.6","218","0","2","0.4","1","0.2","","","3","0.6","","","55","11","197","39.4"
